行業別大類,行業別中類,行業別小類,月份,售電量
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,01,39523825
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,01,979403305
C.製造業,24 基本金屬製造業,242 鋁製造業,01,69776582
C.製造業,24 基本金屬製造業,243 銅製造業,01,95512607
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,01,27942550
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,01,89184551
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,01,66669348
C.製造業,25 金屬製品製造業,253 金屬容器製造業,01,11825405
C.製造業,25 金屬製品製造業,254 金屬加工處理業,01,188367026
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,01,182961443
C.製造業,26 電子零組件製造業,261 半導體製造業,01,2766661526
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,01,145691017
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,01,295251896
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,01,935891820
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,01,318194250
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,01,48742535
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,01,22083778
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,01,9755313
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,01,19621353
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,01,15304908
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,01,1243584
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,01,72335697
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,01,18321175
C.製造業,28 電力設備及配備製造業,282 電池製造業,01,20098617
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,01,41470303
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,01,5645035
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,01,14651311
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,01,97253243
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,01,47493077
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,01,44015628
C.製造業,29 機械設備製造業,293 通用機械設備製造業,01,91455844
C.製造業,30 汽車及其零件製造業,301 汽車製造業,01,11360389
C.製造業,30 汽車及其零件製造業,302 車體製造業,01,1426229
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,01,109707532
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,01,10034517
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,01,20402254
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,01,35900343
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,01,21361955
C.製造業,32 家具製造業,321 非金屬家具製造業,01,7016998
C.製造業,32 家具製造業,322 金屬家具製造業,01,5692922
C.製造業,33 其他製造業,331 育樂用品製造業,01,24717572
C.製造業,33 其他製造業,332 醫療器材及用品製造業,01,40964254
C.製造業,33 其他製造業,339 未分類其他製造業,01,18812232
C.製造業,34 產業用機械設備維修及安裝業,,01,15319988
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,01,44933088
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,01,40549481
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,01,207751
E.用水供應及污染整治業,36 用水供應業,,01,110805515
E.用水供應及污染整治業,37 廢水及污水處理業,,01,14368515
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,01,1960798
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,01,6665767
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,01,18158017
E.用水供應及污染整治業,39 污染整治業,,01,688287
F.營建工程業,41 建築工程業,,01,51397705
F.營建工程業,42 土木工程業,421 道路工程業,01,8536571
F.營建工程業,42 土木工程業,422 公用事業設施工程業,01,14660388
F.營建工程業,42 土木工程業,429 其他土木工程業,01,859167
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,01,1397118
F.營建工程業,43 專門營造業,432 庭園景觀工程業,01,87356
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,01,2407427
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,01,387720
F.營建工程業,43 專門營造業,439 其他專門營造業,01,1056492
G.批發及零售業,45 批發業,451 商品批發經紀業,01,2841398
G.批發及零售業,45 批發業,452 綜合商品批發業,01,7255573
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,01,7866087
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,01,28585275
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,01,2571437
G.批發及零售業,45 批發業,456 家用器具及用品批發業,01,5814396
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,01,3474460
G.批發及零售業,45 批發業,458 文教育樂用品批發業,01,1456524
G.批發及零售業,45 批發業,461 建材批發業,01,10393476
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,01,5919738
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,01,2412899
G.批發及零售業,45 批發業,464 機械器具批發業,01,8150674
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,01,3529734
G.批發及零售業,45 批發業,469 其他專賣批發業,01,4506167
G.批發及零售業,47 零售業,471 綜合商品零售業,01,257721932
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,01,27946346
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,01,8820182
G.批發及零售業,47 零售業,474 家用器具及用品零售業,01,8305689
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,01,5789592
G.批發及零售業,47 零售業,476 文教育樂用品零售業,01,2315881
G.批發及零售業,47 零售業,481 建材零售業,01,1108259
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,01,7198603
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,01,7776275
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,01,8885580
G.批發及零售業,47 零售業,485 其他專賣零售業,01,4841592
G.批發及零售業,47 零售業,486 零售攤販,01,359928
G.批發及零售業,47 零售業,487 其他非店面零售業,01,1221691
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,01,107729100
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,01,76475926
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,01,2688778
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,01,4422325
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,01,257512
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,01,1480996
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,01,29040
H.運輸及倉儲業,51 航空運輸業,,01,4309564
H.運輸及倉儲業,52 運輸輔助業,521 報關業,01,1301859
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,01,187926
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,01,1983404
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,01,10776042
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,01,16261689
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,01,18493095
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,01,5233628
H.運輸及倉儲業,53 倉儲業,,01,69980202
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,01,2660659
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,01,3917273
I.住宿及餐飲業,55 住宿業,551 短期住宿業,01,146244310
I.住宿及餐飲業,55 住宿業,559 其他住宿業,01,702921
I.住宿及餐飲業,56 餐飲業,561 餐食業,01,78816566
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,01,4254439
I.住宿及餐飲業,56 餐飲業,563 飲料業,01,4595274
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,01,3818002
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,01,306489
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,01,7324351
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,01,121102
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,01,4129033
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,01,8974508
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,01,111997328
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,01,10853628
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",01,66230348
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,01,1053195
K.金融及保險業,64 金融服務業,641 貨幣中介業,01,43886523
K.金融及保險業,64 金融服務業,642 控股業,01,1024942
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,01,673648
K.金融及保險業,64 金融服務業,649 其他金融服務業,01,1237296
K.金融及保險業,65 保險業,651 人身保險業,01,22383396
K.金融及保險業,65 保險業,652 財產保險業,01,2171042
K.金融及保險業,65 保險業,653 再保險業,01,0
K.金融及保險業,65 保險業,654 退休基金,01,0
K.金融及保險業,65 保險業,655 保險輔助業,01,700091
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,01,5470185
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,01,115248
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,01,192500
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,01,1407785
L.不動產業,67 不動產開發業,,01,17339496
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,01,18248972
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,01,1256561
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,01,1289696
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,01,286107
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,01,7977854
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,01,1754787
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,01,4075346
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,01,6109690
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,01,13051221
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,01,77920
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,01,14178485
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,01,517580
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,01,52600
M.專業、科學及技術服務業,74 專門設計業,,01,281548
M.專業、科學及技術服務業,75 獸醫業,,01,314456
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,01,2616541
N.支援服務業,77 租賃業,771 機械設備租賃業,01,1091625
N.支援服務業,77 租賃業,772 運輸工具租賃業,01,180894
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,01,6129069
N.支援服務業,77 租賃業,774 智慧財產租賃業,01,23335
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,01,621221
N.支援服務業,78 人力仲介及供應業,782 人力供應業,01,235000
N.支援服務業,79 旅行及相關服務業,,01,1575512
N.支援服務業,80 保全及偵探業,,01,849559
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,01,266079
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,01,23855661
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,01,49150
N.支援服務業,82 行政支援服務業,,01,6689108
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,01,166001062
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,01,811178
P.教育業,85 教育業,851 學前教育,01,2122189
P.教育業,85 教育業,852 小學教育,01,20619275
P.教育業,85 教育業,853 國民中學教育,01,19953220
P.教育業,85 教育業,854 高級中等教育,01,21902375
P.教育業,85 教育業,855 大專校院,01,130164579
P.教育業,85 教育業,856 特殊教育學校,01,66888
P.教育業,85 教育業,858 教育輔助業,01,62812
P.教育業,85 教育業,859 其他教育業,01,7178332
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,01,183654265
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,01,14276440
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,01,11686780
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,01,17324394
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,01,5955999
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,01,473753
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,01,578535
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,01,4603081
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,01,14241900
R.藝術、娛樂及休閒服務業,92 博弈業,,01,200074
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,01,24684042
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,01,30422772
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,01,6634946
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,01,595499
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,01,22668321
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,01,6335785
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,01,220758
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,01,73805
S.其他服務業,96 未分類其他服務業,961 洗衣業,01,4481918
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,01,5123744
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,01,3350046
S.其他服務業,96 未分類其他服務業,964 家事服務業,01,68530
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,01,3826027
T.家庭(住宅用),97 住宅與公共設施,,01,190278361
U.其他不能歸類,98 其他不能歸類,,01,150667242
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,02,39084619
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,02,52276176
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,02,59511388
A.農、林、漁、牧業,02 林業,021 林業,02,180134
A.農、林、漁、牧業,03 漁業,031 漁撈業,02,110213
A.農、林、漁、牧業,03 漁業,032 水產養殖業,02,76375731
B.礦業及土石採取業,05 石油及天然氣礦業,,02,2326269
B.礦業及土石採取業,06 砂、石採取及其他礦業,,02,16072183
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,02,34622389
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,02,14468482
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,02,16021744
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,02,11093376
C.製造業,08 食品及飲料製造業,085 乳品製造業,02,15304466
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,02,15580309
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,02,22034807
C.製造業,08 食品及飲料製造業,089 其他食品製造業,02,119163536
C.製造業,09 飲料製造業,091 酒精飲料製造業,02,6782452
C.製造業,09 飲料製造業,092 非酒精飲料製造業,02,19122462
C.製造業,10菸草製造業,,02,3230809
C.製造業,11 紡織業,111 紡紗業,02,88812938
C.製造業,11 紡織業,112 織布業,02,149228872
C.製造業,11 紡織業,113 不織布業,02,23341354
C.製造業,11 紡織業,114 染整業,02,46388818
C.製造業,11 紡織業,115 紡織品製造業,02,20726645
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,02,9879659
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,02,3301460
C.製造業,13 皮革、毛皮及其製品製造業,,02,9304375
C.製造業,14 木竹製品製造業,,02,9544280
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,02,93488335
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,02,31020437
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,02,26691039
C.製造業,16 印刷及資料儲存媒體複製業,,02,27191947
C.製造業,17 石油及煤製品製造業,,02,204826027
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,02,487137795
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,02,12704726
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,02,224356320
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,02,118782886
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,02,3369921
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,02,15247353
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,02,10451192
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,02,109596729
C.製造業,20 藥品及醫用化學製品製造業,,02,52494362
C.製造業,21 橡膠製品製造業,,02,70228380
C.製造業,22 塑膠製品製造業,,02,373824367
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,02,202823231
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,02,19813174
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,02,122344227
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,02,6652628
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,02,28985255
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,02,864648854
C.製造業,24 基本金屬製造業,242 鋁製造業,02,59348302
C.製造業,24 基本金屬製造業,243 銅製造業,02,85990687
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,02,23084901
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,02,76960056
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,02,58322743
C.製造業,25 金屬製品製造業,253 金屬容器製造業,02,10048641
C.製造業,25 金屬製品製造業,254 金屬加工處理業,02,160712119
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,02,157924405
C.製造業,26 電子零組件製造業,261 半導體製造業,02,2568590024
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,02,126391991
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,02,255361648
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,02,837293624
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,02,287322091
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,02,41531321
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,02,18662242
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,02,8067278
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,02,17136028
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,02,13294846
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,02,1107605
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,02,62881870
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,02,15345521
C.製造業,28 電力設備及配備製造業,282 電池製造業,02,16554506
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,02,34282183
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,02,4040728
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,02,12253897
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,02,86070696
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,02,40814535
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,02,37954548
C.製造業,29 機械設備製造業,293 通用機械設備製造業,02,76998703
C.製造業,30 汽車及其零件製造業,301 汽車製造業,02,8868358
C.製造業,30 汽車及其零件製造業,302 車體製造業,02,1207801
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,02,91664948
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,02,8852619
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,02,16669382
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,02,30312295
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,02,17339324
C.製造業,32 家具製造業,321 非金屬家具製造業,02,5727386
C.製造業,32 家具製造業,322 金屬家具製造業,02,4789552
C.製造業,33 其他製造業,331 育樂用品製造業,02,20129667
C.製造業,33 其他製造業,332 醫療器材及用品製造業,02,35171011
C.製造業,33 其他製造業,339 未分類其他製造業,02,15660223
C.製造業,34 產業用機械設備維修及安裝業,,02,13368068
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,02,39380826
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,02,44939746
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,02,226847
E.用水供應及污染整治業,36 用水供應業,,02,97905906
E.用水供應及污染整治業,37 廢水及污水處理業,,02,13012798
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,02,1825903
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,02,5455579
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,02,16623337
E.用水供應及污染整治業,39 污染整治業,,02,658880
F.營建工程業,41 建築工程業,,02,46424392
F.營建工程業,42 土木工程業,421 道路工程業,02,7934860
F.營建工程業,42 土木工程業,422 公用事業設施工程業,02,13350949
F.營建工程業,42 土木工程業,429 其他土木工程業,02,813855
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,02,1354549
F.營建工程業,43 專門營造業,432 庭園景觀工程業,02,91200
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,02,2369282
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,02,338442
F.營建工程業,43 專門營造業,439 其他專門營造業,02,841266
G.批發及零售業,45 批發業,451 商品批發經紀業,02,2391419
G.批發及零售業,45 批發業,452 綜合商品批發業,02,6460496
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,02,7231117
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,02,26436867
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,02,2390907
G.批發及零售業,45 批發業,456 家用器具及用品批發業,02,5207811
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,02,3035518
G.批發及零售業,45 批發業,458 文教育樂用品批發業,02,1324936
G.批發及零售業,45 批發業,461 建材批發業,02,8605939
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,02,5237101
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,02,2259597
G.批發及零售業,45 批發業,464 機械器具批發業,02,7553814
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,02,3127519
G.批發及零售業,45 批發業,469 其他專賣批發業,02,4114394
G.批發及零售業,47 零售業,471 綜合商品零售業,02,237957088
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,02,26241963
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,02,8360861
G.批發及零售業,47 零售業,474 家用器具及用品零售業,02,7695293
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,02,5584663
G.批發及零售業,47 零售業,476 文教育樂用品零售業,02,2165708
